,Date,MSFT,S&P 500 Pure Value (TR),S&P 500 ESG Quality Index (USD) TR,S&P 500 Low Rate-Sensitivity Index (USD) TR,S&P 500 Quality - Lowest Quintile Index TR,Dow Jones U.S. High Momentum Total Return Index,Dow Jones U.S. Thematic Long Size Total Return Index,S&P 500 High Rate-Sensitivity 100 Index (USD) TR,S&P 500 Pure Growth (TR),S&P 500 ESG Enhanced Value Index (USD) TR,S&P 500 Low Rate-Sensitivity 100 Index (USD) TR,S&P 500 Volatility - Highest Quintile Index TR
1323,2020-03-09,150.6199951171875,9082.19,339.1,13486.73,612.3,2260.22,1674.43,7347.06,13068.19,298.68,13080.65,1365.77
1324,2020-03-10,160.9199981689453,9596.43,356.3,14028.14,643.7,2359.83,1737.99,7819.11,13776.18,311.4,13467.92,1437.47
1325,2020-03-11,153.6300048828125,8963.38,339.55,13317.37,606.53,2223.96,1614.06,7272.45,13028.86,295.19,12826.84,1339.93
1326,2020-03-12,139.05999755859375,7813.34,307.4,12058.75,543.79,2005.4,1433.31,6342.23,11782.88,264.04,11693.35,1181.96
1327,2020-03-13,158.8300018310547,8640.48,336.82,12932.44,594.31,2157.3,1552.06,7095.8,12756.85,289.25,12422.48,1292.24
1328,2020-03-16,135.4199981689453,7507.82,296.87,11399.71,515.22,1855.0,1336.12,6023.38,11050.41,254.94,10991.91,1127.24
1329,2020-03-17,146.57000732421875,7809.59,314.49,12170.49,538.09,1956.63,1386.22,6256.33,11580.1,268.25,11978.8,1177.23
1330,2020-03-18,140.39999389648438,7118.93,299.51,11396.45,498.22,1812.24,1234.34,5713.1,10774.35,252.81,11260.37,1089.19
1331,2020-03-19,142.7100067138672,7272.02,300.26,11347.37,510.12,1851.55,1319.22,5943.54,11065.21,254.21,11000.48,1122.08
1332,2020-03-20,137.35000610351562,7019.5,285.28,10760.84,488.8,1778.46,1267.44,5711.79,10599.25,242.21,10304.12,1086.6
1333,2020-03-23,135.97999572753906,6624.99,274.73,10343.28,478.44,1731.45,1227.89,5438.66,10388.98,235.12,9855.34,1071.4
1334,2020-03-24,148.33999633789062,7479.72,302.25,11347.53,527.68,1921.26,1354.49,6233.06,11566.71,258.06,10691.9,1201.19
1335,2020-03-25,146.9199981689453,7723.99,307.15,11602.71,537.54,1971.29,1400.39,6441.15,11829.56,261.51,10934.8,1217.72
1336,2020-03-26,156.11000061035156,8165.95,326.39,12336.03,576.06,2099.01,1479.59,6827.46,12545.53,280.32,11689.36,1278.04
1337,2020-03-27,149.6999969482422,7853.73,316.4,12052.19,552.93,2041.82,1423.24,6488.57,11980.28,269.7,11647.16,1211.71
1338,2020-03-30,160.22999572753906,7967.13,326.59,12389.03,568.3,2098.45,1444.9,6547.78,12331.28,278.2,11969.34,1229.89
1339,2020-03-31,157.7100067138672,7806.14,320.79,12124.7,556.2,2054.15,1435.9,6430.83,12094.23,272.89,11634.01,1217.41
1340,2020-04-01,152.11000061035156,7295.21,306.85,11561.39,527.46,1939.85,1344.2,6013.15,11500.46,259.91,11097.64,1151.55
1341,2020-04-02,155.25999450683594,7331.17,315.05,11748.31,537.27,1968.38,1360.44,6127.95,11693.63,264.2,11308.83,1166.8
1342,2020-04-03,153.8300018310547,7247.17,310.05,11582.85,527.59,1924.46,1320.05,6005.2,11468.63,260.56,11162.84,1157.21
1343,2020-04-06,165.27000427246094,7849.32,332.58,12411.22,567.5,2079.34,1429.85,6557.68,12487.36,278.54,11886.56,1256.26
1344,2020-04-07,163.49000549316406,8022.86,331.38,12442.79,568.46,2076.53,1444.99,6718.04,12518.03,280.0,11822.66,1277.12
1345,2020-04-08,165.1300048828125,8437.8,342.82,12964.19,588.12,2168.82,1520.02,7098.96,13016.36,290.9,12366.91,1339.53
1346,2020-04-09,165.13999938964844,8773.84,347.13,13307.55,602.79,2232.38,1578.34,7349.69,13152.17,296.38,12843.58,1358.47
1347,2020-04-13,165.50999450683594,8528.15,342.76,13004.19,593.14,2187.56,1529.7,7147.29,12994.23,291.15,12480.77,1338.36
1348,2020-04-14,173.6999969482422,8626.44,353.4,13384.81,608.92,2259.6,1561.22,7175.56,13451.17,298.34,12891.11,1369.54
1349,2020-04-15,171.8800048828125,8212.13,343.55,13000.41,593.52,2197.7,1492.09,6775.25,13140.14,288.09,12532.74,1324.43
1350,2020-04-16,177.0399932861328,8051.02,344.09,13032.67,594.46,2202.14,1481.97,6613.42,13225.63,287.99,12568.2,1319.83
1351,2020-04-17,178.60000610351562,8499.24,355.45,13457.63,615.75,2284.52,1554.73,7077.42,13655.19,298.43,12900.19,1373.18
1352,2020-04-20,175.05999755859375,8300.72,348.57,13158.24,603.59,2241.84,1521.36,6903.19,13393.79,292.62,12587.46,1348.87
1353,2020-04-21,167.82000732421875,8054.95,338.11,12803.81,582.9,2169.6,1483.45,6713.63,12914.69,283.22,12326.73,1308.23
1354,2020-04-22,173.52000427246094,8150.11,345.88,13048.83,593.62,2224.95,1499.25,6834.46,13341.09,288.01,12554.02,1335.44
1355,2020-04-23,171.4199981689453,8243.42,344.68,13012.27,592.42,2227.92,1517.53,7007.02,13336.59,287.84,12401.44,1350.47
1356,2020-04-24,174.5500030517578,8362.74,349.53,13177.3,599.2,2259.68,1541.76,7098.75,13557.82,292.55,12497.93,1372.28
1357,2020-04-27,174.0500030517578,8660.4,355.99,13471.22,612.45,2321.0,1609.22,7405.3,13808.29,300.23,12673.06,1405.66
1358,2020-04-28,169.80999755859375,8880.59,355.55,13551.67,612.76,2322.66,1635.39,7670.1,13783.63,302.67,12679.28,1426.57
1359,2020-04-29,177.42999267578125,9283.15,366.3,13831.15,624.94,2396.07,1712.1,8284.94,14312.26,312.13,12682.89,1492.03
1360,2020-04-30,179.2100067138672,8945.42,360.76,13560.9,614.07,2342.93,1663.29,7953.1,14097.61,304.75,12526.72,1455.14
1361,2020-05-01,174.57000732421875,8550.93,350.9,13176.73,596.71,2278.62,1596.51,7462.67,13664.13,294.36,12269.76,1388.24
1362,2020-05-04,178.83999633789062,8563.36,351.85,13201.8,597.29,2299.8,1596.47,7500.95,13770.86,294.33,12311.35,1400.9
1363,2020-05-05,180.75999450683597,8507.46,355.07,13322.59,599.23,2333.46,1601.68,7382.38,13970.95,295.52,12470.07,1409.27
1364,2020-05-06,182.5399932861328,8289.41,352.25,13145.7,592.38,2324.64,1576.24,7194.07,13947.86,291.5,12240.19,1396.37
1365,2020-05-07,183.6000061035156,8480.83,357.26,13321.72,601.16,2365.13,1614.02,7426.54,14210.09,295.78,12339.81,1419.95
1366,2020-05-08,184.67999267578125,8835.05,363.62,13601.67,614.18,2413.33,1677.72,7781.53,14452.81,303.07,12519.79,1466.82
1367,2020-05-11,186.7400054931641,8641.39,363.61,13534.86,612.49,2419.95,1654.72,7519.42,14477.23,301.14,12521.83,1452.9
1368,2020-05-12,182.50999450683597,8407.23,354.82,13222.96,600.52,2359.11,1588.98,7286.12,14137.8,294.31,12278.64,1417.5
1369,2020-05-13,179.75,8063.19,348.6,12950.8,588.26,2304.7,1524.34,6891.6,13864.4,286.16,12161.76,1370.7
1370,2020-05-14,180.52999877929688,8211.23,353.39,13090.82,596.66,2333.28,1542.26,7068.31,14068.12,290.98,12208.47,1386.86
1371,2020-05-15,183.16000366210935,8224.47,354.81,13124.12,600.68,2352.29,1555.26,7057.8,14142.3,291.96,12206.01,1389.24
1372,2020-05-18,184.91000366210935,8800.2,366.32,13669.94,625.17,2445.31,1665.09,7753.05,14653.42,304.69,12564.35,1531.04
1373,2020-05-19,183.6300048828125,8617.95,361.24,13509.09,619.31,2426.65,1632.72,7520.61,14590.73,300.37,12398.61,1491.88
1374,2020-05-20,185.66000366210935,8807.87,367.32,13703.71,629.62,2463.16,1677.26,7762.63,14852.73,305.64,12486.37,1535.66
1375,2020-05-21,183.42999267578125,8810.45,364.79,13615.97,627.29,2457.91,1676.78,7755.79,14740.61,303.86,12353.89,1541.25
1376,2020-05-22,183.50999450683597,8778.97,365.06,13673.31,628.4,2474.6,1680.18,7690.91,14822.44,303.53,12456.22,1537.22
1377,2020-05-26,181.57000732421875,9202.71,370.8,13944.32,638.26,2503.11,1740.96,8239.15,14929.26,312.26,12547.39,1641.36
1378,2020-05-27,181.80999755859372,9558.77,375.94,14212.96,651.87,2536.84,1796.34,8598.04,15115.34,320.81,12693.46,1712.5
1379,2020-05-28,181.3999938964844,9331.0,374.94,14221.07,646.62,2536.78,1757.73,8268.85,15089.1,316.99,12913.43,1645.48
1380,2020-05-29,183.25,9215.31,376.73,14265.8,646.59,2561.9,1746.58,8066.02,15267.86,317.38,13006.65,1609.54
1381,2020-06-01,182.8300018310547,9365.52,377.52,14377.21,651.98,2579.42,1778.31,8309.24,15360.48,317.89,13116.29,1661.65
1382,2020-06-02,184.91000366210935,9538.13,380.29,14514.33,657.19,2599.55,1797.55,8491.34,15461.35,322.09,13183.91,1698.53
1383,2020-06-03,185.3600006103516,9895.47,385.7,14792.91,671.37,2623.27,1864.03,8927.45,15685.28,328.7,13297.21,1795.73
1384,2020-06-04,182.9199981689453,10119.39,384.85,14751.6,673.88,2587.68,1882.43,9218.71,15517.19,330.69,13128.73,1848.94
1385,2020-06-05,187.1999969482422,10574.05,395.75,15151.42,693.73,2633.46,1957.79,9859.32,15965.62,340.74,13366.23,1977.88
1386,2020-06-08,188.3600006103516,11003.68,399.98,15418.84,707.05,2659.59,2016.67,10430.17,16037.12,348.36,13604.01,2101.46
1387,2020-06-09,189.8000030517578,10622.9,396.09,15121.71,697.12,2639.62,1958.08,9944.78,15943.08,341.19,13427.07,1992.82
1388,2020-06-10,196.83999633789065,10137.78,393.32,14903.23,686.41,2643.08,1880.09,9353.16,15915.75,334.05,13343.02,1877.93
1389,2020-06-11,186.2700042724609,9266.21,370.33,14017.1,640.75,2495.7,1726.71,8367.49,14955.2,310.88,12729.47,1677.31
1390,2020-06-12,187.7400054931641,9577.59,374.71,14231.41,653.56,2524.92,1776.74,8780.18,15187.89,316.98,12854.03,1764.55
1391,2020-06-15,188.94000244140625,9664.83,377.01,14378.39,660.58,2572.35,1803.14,8870.23,15403.8,318.94,12968.73,1784.45
1392,2020-06-16,193.57000732421875,9894.37,384.25,14635.43,672.46,2608.65,1847.1,9122.9,15711.29,325.27,13152.43,1837.05
1393,2020-06-17,194.2400054931641,9695.73,382.63,14548.25,668.34,2611.47,1807.38,8845.99,15726.47,322.05,13111.22,1781.56
1394,2020-06-18,196.32000732421875,9704.98,382.34,14534.54,668.75,2612.95,1803.24,8866.86,15729.25,320.93,13083.66,1784.9
1395,2020-06-19,195.1499938964844,9593.54,380.17,14394.68,663.55,2612.61,1785.6,8711.06,15706.91,318.85,12911.5,1744.48
1396,2020-06-22,200.57000732421875,9563.83,382.48,14437.71,669.9,2633.42,1790.25,8674.69,15855.42,318.65,12961.48,1741.5
1397,2020-06-23,201.91000366210935,9588.74,384.13,14438.51,669.87,2627.93,1797.29,8716.06,15832.82,319.84,12901.63,1754.42
1398,2020-06-24,197.83999633789065,9177.21,374.16,14042.37,653.01,2563.16,1722.21,8178.77,15367.54,310.19,12660.21,1645.9
1399,2020-06-25,200.33999633789065,9316.03,378.49,14157.04,658.67,2598.77,1744.88,8382.72,15524.02,314.08,12719.32,1677.44
1400,2020-06-26,196.3300018310547,9042.75,370.48,13917.02,643.09,2558.45,1698.77,8016.28,15205.29,308.48,12578.14,1619.79
1401,2020-06-29,198.44000244140625,9268.06,375.88,14158.03,653.88,2578.99,1751.88,8249.76,15399.28,314.14,12751.0,1677.92
1402,2020-06-30,203.50999450683597,9410.17,381.59,14350.62,662.64,2623.38,1768.93,8389.02,15676.82,317.89,12905.0,1700.43
1403,2020-07-01,204.6999969482422,9256.51,383.14,14403.27,667.96,2640.4,1753.12,8187.2,15731.62,316.94,13082.34,1670.14
1404,2020-07-02,206.25999450683597,9314.55,385.64,14473.13,669.1,2651.44,1763.47,8260.96,15834.19,318.64,13110.03,1681.86
1405,2020-07-06,210.6999969482422,9463.52,390.53,14600.33,679.91,2677.29,1782.53,8396.87,16104.85,322.17,13118.84,1707.79
1406,2020-07-07,208.25,9215.15,386.58,14427.8,672.66,2664.03,1737.76,8089.94,15938.97,316.53,13042.72,1646.64
1407,2020-07-08,212.8300018310547,9235.44,389.22,14469.09,678.56,2687.56,1745.11,8164.72,16110.35,317.72,13072.06,1663.8
1408,2020-07-09,214.32000732421875,8899.66,387.68,14310.18,673.57,2680.29,1701.28,7818.63,16062.72,312.67,12994.76,1597.8
1409,2020-07-10,213.6699981689453,9208.25,391.0,14475.28,684.15,2692.26,1738.25,8148.82,16112.62,318.82,13099.66,1652.34
1410,2020-07-13,207.07000732421875,9220.4,387.79,14381.2,674.35,2639.13,1726.4,8155.44,15774.4,318.02,12997.81,1642.21
1411,2020-07-14,208.3500061035156,9379.14,393.26,14613.12,682.02,2688.15,1745.47,8258.98,16042.14,321.91,13179.16,1666.78
1412,2020-07-15,208.0399932861328,9670.94,397.29,14847.86,690.66,2718.29,1810.38,8649.84,16271.4,327.73,13208.25,1757.3
1413,2020-07-16,203.9199981689453,9691.03,396.04,14833.04,689.02,2713.59,1799.82,8584.06,16188.26,327.11,13198.87,1737.32
1414,2020-07-17,202.8800048828125,9628.37,398.27,14945.09,688.19,2743.69,1797.47,8446.7,16311.78,327.98,13383.26,1720.65
1415,2020-07-20,211.6000061035156,9476.94,400.37,14884.2,692.83,2768.9,1775.81,8343.03,16538.18,325.6,13307.96,1697.17
1416,2020-07-21,208.75,9705.73,401.13,14969.71,693.47,2772.72,1810.1,8638.69,16493.0,328.55,13328.78,1748.22
1417,2020-07-22,211.75,9741.48,403.67,15111.43,696.67,2796.15,1820.74,8613.74,16655.26,330.79,13492.84,1751.27
1418,2020-07-23,202.5399932861328,9808.27,398.91,15069.75,690.65,2773.46,1830.94,8655.19,16432.67,330.58,13471.58,1753.56
1419,2020-07-24,201.3000030517578,9738.12,396.78,14970.95,687.79,2758.1,1806.09,8596.31,16305.49,325.66,13413.01,1737.7
1420,2020-07-27,203.8500061035156,9721.18,400.39,15043.51,693.04,2793.91,1814.31,8542.49,16559.29,326.47,13448.85,1736.55
1421,2020-07-28,202.0200042724609,9649.46,397.84,14997.19,688.94,2769.36,1799.38,8447.29,16321.65,325.82,13538.46,1721.59
1422,2020-07-29,204.05999755859372,9880.42,402.3,15209.82,695.31,2822.72,1841.73,8688.09,16617.79,328.09,13684.6,1774.07
1423,2020-07-30,203.8999938964844,9667.77,400.54,15125.49,694.33,2827.8,1824.61,8507.6,16618.77,324.67,13647.44,1743.23
1424,2020-07-31,205.00999450683597,9629.21,402.79,15127.88,696.27,2834.51,1808.76,8468.44,16701.87,323.9,13686.43,1724.72
1425,2020-08-03,216.5399932861328,9680.04,406.8,15150.94,700.39,2863.59,1825.02,8488.47,16818.76,325.35,13607.15,1728.54
1426,2020-08-04,213.2899932861328,9728.9,407.89,15224.93,705.22,2872.56,1832.42,8559.03,16880.01,327.55,13718.9,1752.37
1427,2020-08-05,212.94000244140625,9901.79,409.96,15269.77,710.45,2885.56,1853.27,8772.73,16987.27,329.31,13632.03,1795.19
1428,2020-08-06,216.3500061035156,9806.67,412.61,15282.16,714.48,2880.3,1849.95,8727.92,17021.74,330.26,13643.89,1789.45
1429,2020-08-07,212.47999572753903,10011.58,412.82,15411.5,713.58,2873.65,1884.02,8908.83,16950.83,334.08,13783.01,1813.44
1430,2020-08-10,208.25,10250.24,413.74,15493.49,714.24,2853.34,1912.08,9208.17,16907.0,338.2,13765.75,1880.98
1431,2020-08-11,203.3800048828125,10280.95,411.14,15402.41,711.84,2818.86,1919.52,9276.82,16767.0,337.69,13547.28,1885.4
1432,2020-08-12,209.19000244140625,10283.95,417.65,15538.98,720.88,2858.57,1925.28,9261.05,17029.1,339.68,13723.56,1887.36
1433,2020-08-13,208.6999969482422,10179.51,416.93,15495.11,718.93,2869.9,1908.37,9136.28,17087.91,336.29,13686.37,1866.12
1434,2020-08-14,208.8999938964844,10279.82,416.93,15498.4,718.58,2863.67,1911.01,9240.01,17062.18,337.38,13657.83,1885.91
1435,2020-08-17,210.27999877929688,10214.4,419.77,15543.33,723.12,2898.73,1902.43,9122.52,17232.66,336.52,13749.07,1871.01
1436,2020-08-18,211.4900054931641,10111.01,420.01,15505.55,724.23,2894.92,1875.71,8978.45,17229.89,335.2,13737.34,1841.86
1437,2020-08-19,209.6999969482422,10081.27,420.23,15421.38,719.98,2881.93,1871.52,8961.25,17151.44,334.68,13607.59,1837.04
1438,2020-08-20,214.5800018310547,9945.23,422.04,15379.83,718.99,2885.12,1858.86,8811.75,17205.41,333.33,13610.13,1811.91
1439,2020-08-21,213.0200042724609,9870.05,424.53,15376.13,719.05,2887.49,1847.2,8748.48,17211.35,333.54,13609.22,1801.76
1440,2020-08-24,213.69000244140625,10165.67,428.44,15541.92,728.38,2890.98,1888.66,9083.87,17323.16,339.06,13690.31,1871.81
1441,2020-08-25,216.47000122070312,10160.4,429.87,15548.25,731.04,2893.93,1886.29,9072.58,17420.93,338.03,13676.5,1870.18
1442,2020-08-26,221.1499938964844,10082.18,432.88,15544.55,747.8,2912.82,1873.15,8956.22,17630.1,337.74,13642.96,1842.51
1443,2020-08-27,226.5800018310547,10182.02,433.64,15614.89,747.31,2910.09,1895.43,9096.59,17558.12,339.54,13734.72,1873.81
1444,2020-08-28,228.91000366210935,10267.11,436.68,15709.34,750.58,2920.4,1913.83,9240.68,17682.02,342.39,13774.3,1914.18
1445,2020-08-31,225.52999877929688,10101.68,435.22,15638.62,748.68,2927.8,1883.81,9048.44,17635.58,339.26,13775.73,1868.22
1446,2020-09-01,227.2700042724609,10127.2,437.66,15662.36,755.68,2971.9,1896.05,9098.75,17850.75,338.79,13704.62,1880.46
1447,2020-09-02,231.6499938964844,10292.72,444.44,15972.66,767.2,3003.02,1918.78,9203.32,18160.08,344.81,14015.62,1904.35
1448,2020-09-03,217.3000030517578,10145.16,428.04,15590.24,742.59,2882.0,1878.2,9099.72,17403.6,337.46,13741.66,1883.38
1449,2020-09-04,214.25,10218.94,424.29,15508.89,736.12,2842.71,1880.51,9220.94,17131.01,337.58,13650.54,1902.73
1450,2020-09-08,202.66000366210935,9968.67,412.42,15223.59,721.38,2772.73,1837.26,8927.06,16683.71,331.74,13452.77,1850.38
1451,2020-09-09,211.2899932861328,10022.35,421.96,15449.2,733.29,2835.94,1850.22,8963.06,17027.78,335.35,13659.72,1853.58
1452,2020-09-10,205.3699951171875,9836.63,414.74,15232.32,722.16,2796.29,1824.44,8778.8,16763.04,330.23,13444.91,1821.13
1453,2020-09-11,204.02999877929688,9904.36,415.5,15276.58,722.81,2790.25,1821.23,8845.88,16753.2,332.07,13436.24,1827.54
1454,2020-09-14,205.41000366210935,10085.86,421.97,15512.29,728.63,2851.46,1861.63,9053.8,17038.06,337.07,13632.22,1874.1
1455,2020-09-15,208.77999877929688,9985.48,423.53,15554.86,734.2,2873.63,1857.08,8948.45,17191.78,336.84,13664.62,1859.08
1456,2020-09-16,205.0500030517578,10144.34,420.81,15604.98,733.27,2867.52,1874.18,9152.43,17111.18,339.32,13671.82,1906.7
1457,2020-09-17,202.91000366210935,10151.54,417.7,15506.88,725.51,2844.68,1866.54,9121.08,16968.52,337.47,13540.15,1896.56
1458,2020-09-18,200.38999938964844,10073.23,413.34,15324.66,717.62,2828.46,1837.57,9016.2,16792.0,334.46,13356.19,1863.56
1459,2020-09-21,202.5399932861328,9705.92,408.97,15029.71,708.72,2812.29,1774.61,8579.33,16656.03,326.72,13203.71,1773.17
1460,2020-09-22,207.4199981689453,9672.44,412.93,15140.2,715.15,2845.02,1784.19,8535.59,16885.69,328.48,13321.69,1775.71
1461,2020-09-23,200.58999633789065,9433.89,403.84,14828.16,697.78,2786.03,1738.38,8293.11,16491.82,321.57,13046.59,1722.56
1462,2020-09-24,203.19000244140625,9438.63,405.77,14868.01,698.62,2785.88,1736.48,8290.87,16532.81,320.95,13132.96,1721.25
1463,2020-09-25,207.82000732421875,9527.44,412.1,15077.37,708.05,2832.63,1757.68,8372.85,16828.94,324.87,13345.68,1745.3
1464,2020-09-28,209.44000244140625,9757.14,418.5,15307.23,721.16,2884.15,1799.3,8627.31,17140.9,331.06,13470.84,1797.53
1465,2020-09-29,207.25999450683597,9612.92,416.24,15222.72,716.8,2879.47,1778.71,8468.48,17115.17,328.82,13420.3,1763.7
1466,2020-09-30,210.3300018310547,9725.07,420.34,15325.25,722.43,2890.14,1786.98,8539.03,17168.43,331.73,13524.53,1774.29
1467,2020-10-01,212.4600067138672,9704.7,422.27,15394.56,728.4,2921.71,1806.27,8510.65,17358.25,331.77,13634.22,1778.13
1468,2020-10-02,206.19000244140625,9832.86,417.89,15427.96,722.25,2921.27,1828.94,8658.36,17164.01,332.16,13677.75,1809.04
1469,2020-10-05,210.3800048828125,10072.28,425.6,15658.21,733.2,2983.89,1872.73,8905.49,17495.56,337.3,13818.57,1852.86
1470,2020-10-06,205.91000366210935,9934.1,420.16,15522.65,722.7,2961.17,1862.48,8763.47,17269.04,333.31,13762.3,1820.9
1471,2020-10-07,209.8300018310547,10166.92,426.56,15741.97,738.2,3005.26,1902.08,9021.27,17593.98,339.3,13858.34,1868.95
1472,2020-10-08,210.5800018310547,10365.95,429.06,15937.89,744.36,3030.1,1932.09,9203.99,17772.86,344.17,14015.85,1913.09
1473,2020-10-09,215.80999755859372,10307.72,432.72,15992.5,750.19,3054.0,1931.21,9141.52,17952.11,344.83,14070.35,1899.14
1474,2020-10-12,221.3999938964844,10388.74,438.91,16120.83,756.98,3083.58,1947.23,9174.03,18179.87,347.59,14190.54,1899.26
1475,2020-10-13,222.8600006103516,10229.31,436.38,15998.37,756.35,3087.66,1921.42,8966.56,18178.97,345.32,14114.25,1855.65
1476,2020-10-14,220.8600006103516,10224.2,433.83,15947.25,750.87,3067.39,1913.42,8951.82,18084.61,343.66,14053.07,1859.26
1477,2020-10-15,219.66000366210935,10337.63,432.83,15976.76,751.88,3077.42,1931.37,9062.41,18062.96,344.44,14068.67,1877.77
1478,2020-10-16,219.66000366210935,10305.89,433.99,15983.09,751.1,3069.28,1925.54,8991.58,18038.79,345.77,14075.78,1863.35
1479,2020-10-19,214.22000122070312,10179.5,426.54,15766.42,741.53,3032.85,1903.84,8881.3,17787.93,341.08,13886.66,1844.14
1480,2020-10-20,214.6499938964844,10277.9,429.16,15836.23,742.25,3037.62,1916.84,9007.58,17842.49,342.47,13934.71,1870.16
1481,2020-10-21,214.8000030517578,10235.12,428.07,15810.24,735.95,3018.12,1912.45,8901.41,17733.93,341.6,13941.95,1849.4
1482,2020-10-22,214.88999938964844,10465.63,430.39,15926.34,737.67,3033.29,1956.52,9205.66,17757.79,345.22,13971.33,1914.86
1483,2020-10-23,216.22999572753903,10532.5,431.7,16002.31,740.98,3056.71,1970.68,9260.99,17919.4,345.18,14020.37,1930.05
1484,2020-10-26,210.0800018310547,10237.26,423.31,15715.38,726.86,3008.74,1922.05,8912.87,17536.03,336.56,13892.95,1852.82
1485,2020-10-27,213.25,10015.82,421.6,15579.75,721.63,2997.39,1892.19,8706.77,17449.71,331.97,13819.18,1811.37
1486,2020-10-28,202.67999267578125,9702.51,407.19,15106.06,700.28,2926.67,1831.33,8380.29,16897.65,322.59,13417.88,1740.98
1487,2020-10-29,204.72000122070312,9851.0,410.9,15205.51,707.63,2940.86,1863.37,8599.06,17130.07,325.49,13435.63,1786.66
1488,2020-10-30,202.47000122070312,9891.26,406.91,15130.82,699.46,2889.83,1854.57,8666.58,16864.12,325.44,13359.6,1793.48
1489,2020-11-02,202.3300018310547,10218.49,413.1,15437.08,707.67,2931.25,1891.26,8950.6,17102.9,331.61,13610.96,1852.39
1490,2020-11-03,206.42999267578125,10401.8,420.46,15728.93,722.95,2986.41,1942.26,9127.97,17456.97,339.17,13832.32,1888.18
1491,2020-11-04,216.38999938964844,10229.62,429.11,15816.86,735.01,3050.76,1922.29,8890.13,18003.16,340.76,13892.87,1861.61
1492,2020-11-05,223.2899932861328,10515.41,436.95,16048.48,751.21,3116.83,1971.29,9164.93,18386.61,345.96,14008.63,1908.0
1493,2020-11-06,223.72000122070312,10396.78,436.95,16024.25,749.91,3133.64,1949.17,8980.21,18440.15,345.2,13982.36,1874.46
1494,2020-11-09,218.38999938964844,11151.71,439.47,16398.6,758.27,3044.5,2092.24,10171.86,18376.67,358.53,14039.58,2113.91
1495,2020-11-10,211.00999450683597,11373.53,438.7,16516.41,759.01,3038.61,2116.49,10250.04,18124.66,362.09,14203.81,2123.3
1496,2020-11-11,216.5500030517578,11260.32,441.52,16549.65,764.84,3096.77,2095.32,10070.84,18405.08,361.04,14302.95,2083.57
1497,2020-11-12,215.44000244140625,11001.99,436.92,16332.2,754.31,3074.33,2056.54,9790.15,18184.73,355.82,14154.03,2023.8
1498,2020-11-13,216.50999450683597,11335.58,443.5,16631.14,764.61,3102.57,2117.84,10164.23,18433.01,364.14,14337.29,2108.38
1499,2020-11-16,217.22999572753903,11709.55,447.51,16860.87,776.5,3126.12,2182.85,10638.1,18637.53,371.57,14429.27,2201.55
1500,2020-11-17,214.4600067138672,11703.92,445.16,16775.33,775.94,3125.03,2188.92,10690.64,18587.25,369.71,14299.87,2215.91
1501,2020-11-18,211.0800018310547,11588.27,440.47,16563.93,768.07,3092.59,2160.64,10590.26,18457.93,365.76,14067.14,2189.47
1502,2020-11-19,212.4199981689453,11645.04,442.86,16619.81,772.98,3130.98,2174.04,10692.6,18602.67,366.77,14063.36,2220.29
1503,2020-11-20,210.38999938964844,11561.84,439.79,16545.96,768.06,3137.44,2168.99,10578.85,18493.81,365.14,14023.5,2199.21
1504,2020-11-23,210.1100006103516,11908.32,442.83,16669.47,774.98,3159.13,2222.54,11051.79,18640.36,371.69,13997.67,2297.11
1505,2020-11-24,213.8600006103516,12346.0,448.49,16893.61,789.48,3158.61,2282.11,11612.86,18801.0,380.98,14044.63,2401.64
1506,2020-11-25,213.8699951171875,12128.75,447.97,16829.74,785.21,3170.49,2258.16,11443.64,18804.78,378.09,14061.7,2369.52
1507,2020-11-27,215.22999572753903,12073.47,449.44,16837.96,786.47,3196.82,2254.13,11369.34,18947.85,378.2,14046.01,2357.19
1508,2020-11-30,214.07000732421875,11760.58,448.19,16737.06,783.39,3196.65,2201.19,10969.39,18921.38,374.56,14012.85,2274.63
1509,2020-12-01,216.2100067138672,11907.28,451.9,16880.79,789.78,3198.97,2229.99,11137.48,19134.12,378.31,14114.01,2301.86
1510,2020-12-02,215.3699951171875,12014.9,452.51,16869.66,787.29,3173.22,2238.35,11351.16,19045.51,381.03,14058.02,2340.91
1511,2020-12-03,214.2400054931641,12136.31,451.06,16914.74,785.98,3192.33,2252.82,11553.97,19136.63,382.92,14058.36,2398.23
1512,2020-12-04,214.3600006103516,12402.53,455.16,17106.99,795.64,3220.3,2304.26,11935.47,19387.34,388.09,14105.73,2478.23
1513,2020-12-07,214.2899932861328,12299.39,453.77,17050.31,795.55,3229.0,2287.81,11781.6,19429.32,385.65,14120.17,2449.05
1514,2020-12-08,216.00999450683597,12348.07,454.75,17086.94,796.58,3253.37,2302.38,11836.68,19453.06,386.94,14115.5,2462.67
1515,2020-12-09,211.8000030517578,12357.11,452.43,17014.67,793.39,3203.91,2297.64,11848.22,19142.7,387.14,14031.67,2464.46
1516,2020-12-10,210.5200042724609,12343.83,451.02,16986.88,793.65,3234.14,2315.0,11973.26,19190.41,385.8,13974.82,2498.77
1517,2020-12-11,213.25999450683597,12187.4,450.18,16939.77,793.59,3240.28,2301.6,11787.13,19143.14,385.64,13979.22,2457.9
1518,2020-12-14,214.1999969482422,11969.57,448.72,16860.1,792.13,3244.41,2292.18,11545.27,19195.44,381.57,13951.6,2403.3
